,X,Y
92,lomak lt lomk strata lt strata merger pact lomak petroleum inc strata corp base columbu ohio jointli said enter merger agreement strata becom wholli own subsidiari lomak merger term strata sharehold receiv ct per share strata common warrant buy share lomak common ct per share decemb strata common share merger subject approv compani board sharehold agreement certain strata creditor among thing said compani,['acq']
93,transform logic lt toog revis result downward transform logic corp said revis downward previous report fourth quarter year end octob result reflect compens expens employe stock option compani said resolut disagr auditor came result secur exchang commiss involv compani amend option grant procedur conform sec decis elimin futur charg ad transform said fourth quarter profit revis dlr two ct share previous report dlr left compani fiscal loss dlr two ct share instead report dlr profit,['earn']
94,california micro lt camd grumman lt gq set pact california micro devic corp said sign agreement grumman corp tachon corp unit develop product gallium arsenid seminconductor chip pact california micro devic design chip tachon manufactur initi product develop gate array gate complex radiat harden capabl compani said,['strategic-metal']
95,n busi loan fall mln dlr march week fed say n busi loan fall mln dlr march week fed say,['money-supply']
96,u commerci paper rise mln dlr march week fed say u commerci paper rise mln dlr march week fed say,['money-supply']
97,new york busi loan fall mln dlr commerci industri loan book major new york bank exclud accept fell mln dlr billion week end march feder reserv bank new york said includ accept loan fell mln dlr billion commerci paper outstand nation rose mln dlr billion nation busi loan data schedul releas friday,['money-supply']
98,n bank discount borrow nil week eight major new york citi bank borrow feder reserv week end wednesday march fed spokesman said second half two week bank statement period end wednesday bank borrow first week period,['interest']
99,americantur lt aaix buy american adventur americantur inc said purchas american adventur inc lt goaqc cash assumpt liabil issuanc american adventur inc common prefer stock creditor sharehold member acquisit pursuant chapter reorgan plan american adventur compani said transact involv asset valu mln dlr,['acq']
100,american store lt asc see lower year net american store co said expect report earn per share dlr per share sale slightli billion dlr year end januari supermarket chain earn dlr per share sale billion dlr last year compani elabor,['earn']
101,campbel soup co lt cpb set quarterli dividend qtli div ct vs ct pay april record april,['earn']
102,equit resourc inc lt eqt regular payout qtli div ct vs ct prior pay june one record may eight note current dividend equival previou quarterli dividend ct per share give effect stock split effect march,['earn']
103,electrosound group inc lt esg rd qtr feb loss oper shr loss one ct vs loss five ct oper net loss vs loss rev vs avg shr vs nine mth oper shr profit ct vs profit ct oper net profit vs profit rev mln vs mln avg shr vs note oper exclud tax loss vs qtr tax credit vs nine mth,['earn']
104,bp lt bp may rais bid analyst british petroleum co plc may rais plan dlr share tender offer publicli trade share standard oil co lt srd analyst said lot specul someway would forc come anoth bid said rosario ilaqua l f rothschild despit bp manag director david simon denial today bp would rais offer analyst said remain distinct possibl analyst said base think royal dutch shell group lt rd lt sc bid buy outstand stake shell oil co royal dutch shell eventu rais initi dlr share offer dlr share lawsuit minor sharehold think go go littl higher eventu royal dutch shell go littl higher shell oil minor share bruce lazier prescott ball turben said estim price dlr share royal dutch shell offer dlr share pct shell oil alreadi januari object minor sharehold price royal dutch shell rais bid began dlr share tender offer april sharehold su court block complet offer month wrangl worth shell oil royal dutch shell agre anoth two dlr increas end pay billion dlr outstand shell oil stake signific premium origin bid billion dlr analyst made comment simon remark bp press confer new york afternoon sanford margosh shearson lehman brother inc told client morn sweeten offer possibl analyst said bid could rais two dlr share analyst expect regulatori hurdl royal dutch shell group preced may sharehold lawsuit reason said goldman sach co bp invest advisor advis shell oil board,"['acq', 'crude']"
105,kasler corp lt kasl st qtr jan net shr profit three ct vs loss seven ct net profit vs loss rev mln vs mln,['earn']
106,viacom lt via set record date merger vote viacom intern inc said set april record date sharehold entitl vote special meet held vote propos merger arsen acquir corp wholli own subsidiari lt arsen hold inc viacom said date special meet yet determin,['acq']
107,grain shipment ussr usda shipment u grain soybean soviet union week end march accord u agricultur depart latest export sale report ussr purchas mln tonn u corn deliveri fourth year u ussr grain agreement total shipment third year u ussr grain agreement end septemb amount tonn wheat tonn corn tonn soybean,"['corn', 'grain', 'oilseed', 'soybean', 'wheat']"
